true_alpha,true_beta1,true_beta2,true_psi,est_alpha_pre,est_beta1_pre,est_beta2_pre,est_psi_pre,alpha_rmse_pre,beta1_rmse_pre,beta2_rmse_pre,psi_rmse_pre,est_alpha,est_beta1,est_beta2,est_psi,alpha_rmse,beta1_rmse,beta2_rmse,psi_rmse,prior_sd,l0
3,2,-4,5,6.113722185883739,3.059353953631294,-4.732401342447163,2.820737401926601,3.1173807870356334,2.395015031074547,2.2510348049278655,2.388064804766697,-30.966622574089246,36.41762610680862,-38.1247877070578,1.3236498428257928,34.17435515302247,34.61532590505042,34.3248282375242,3.6764786989696314,7,4
