alpha_rmse,beta1_rmse,beta2_rmse,psi_rmse,sd,extra_pts,task_id,iter
17.620579691653116,0.8588342023403794,0.2841246698674378,11.714901206342056,2.9000000000000004,1,15,1
15.66304040671027,0.8198000399224844,0.36905350336258486,9.67174025354859,2.9000000000000004,1,15,2
14.163261707231372,1.263804021132293,2.5117808991443216,11.58281938575906,2.9000000000000004,1,15,3
4.641069300260979,2.4236252578012865,3.507476353637073,5.768126577543397,2.9000000000000004,1,15,4
2.0292101497977217,2.079558637722094,2.9081800208142665,2.8753768761897356,2.9000000000000004,1,15,5
19.997423454552145,0.7107068028223728,0.3209032409866002,12.525086896558266,3.1,1,16,1
18.68197961694508,0.72479851348122,2.445970011925577,10.127958909935868,3.1,1,16,2
18.44062263420111,0.8551782723956353,1.1218314119796104,11.813748561605369,3.1,1,16,3
6.940621269026487,1.940545675733462,2.090638144849907,12.017524707968535,3.1,1,16,4
18.056476403956097,0.749957096100356,1.1335686413511703,10.35751610903944,3.1,1,16,5
17.09187585516647,0.9618955915838258,2.296279592516147,11.1134013180081,3.3000000000000003,1,17,1
15.364976821783427,1.1043069326821129,3.445107214653519,10.53311734816351,3.3000000000000003,1,17,2
14.827442497685068,1.15782945288394,2.404776097925415,11.340556367525462,3.3000000000000003,1,17,3
20.456532787731824,0.6831992363267472,0.39654388183136086,12.74591424058552,3.3000000000000003,1,17,4
17.382453005550445,0.7594037229829617,3.2028526446914984,9.417670378591897,3.3000000000000003,1,17,5
17.134382734538825,0.9095172254786894,3.5495378075706876,10.212242918337928,3.5000000000000004,1,18,1
14.995076273818748,1.0194630779203977,10.836138157023274,8.510872053739938,3.5000000000000004,1,18,2
15.70663715612282,1.048099588738755,4.0521271858345616,10.53272863482487,3.5000000000000004,1,18,3
18.97043425270025,0.7196146657061214,0.7383064158322044,12.299188478852225,3.5000000000000004,1,18,4
20.03284645935701,0.6727123208974753,0.8074743698887394,12.863886806196527,3.5000000000000004,1,18,5
17.132181713266444,0.8823422374534703,1.6544043014700256,10.90646887599812,3.7,1,19,1
19.96865521064356,0.651011023378517,2.21392881110144,10.81590654769795,3.7,1,19,2
16.02564384517979,0.8794109007370408,7.039158103865178,8.596456162500578,3.7,1,19,3
17.668556664220272,0.7421598353371166,7.85579478472602,8.716735087003194,3.7,1,19,4
14.364641394369109,1.40761762039745,0.6996250880169399,16.516213438986853,3.7,1,19,5
17.53210933788239,0.8776985241226893,0.2822381472411228,11.701405903771311,3.9,1,20,1
18.770081593277624,0.7378042360872163,0.3093006680806498,11.828160249572017,3.9,1,20,2
18.803491084496542,0.7176994307162634,0.3123934385779536,11.607695297552564,3.9,1,20,3
14.2432908161531,1.0851795929070842,4.5404997846943544,9.360846184019463,3.9,1,20,4
18.3411543799777,0.7574601914361463,0.3017419355985486,11.225910165781675,3.9,1,20,5
14.69131670015873,1.0704218155548373,2.106516230422198,10.039260314126684,4.1,1,21,1
13.720801842851197,1.1841299684181457,3.4247803967631887,10.33758667291134,4.1,1,21,2
18.41778875432249,0.7372819691209757,3.5087328610231907,9.883953328948312,4.1,1,21,3
19.176423159393188,0.7799091201864681,0.4564476039803163,12.549213715351744,4.1,1,21,4
20.036011752858403,0.7837630730887605,0.4931114810655456,13.3836853512377,4.1,1,21,5
17.347525617707845,1.0785986839382775,0.21078809276906316,13.67253272535616,4.3,1,22,1
16.726046745858795,0.9707408957228352,2.14299573063221,10.991283373267608,4.3,1,22,2
14.54477495436039,1.1109285305999468,3.511408104709801,10.270162110334136,4.3,1,22,3
16.433145128451265,1.0617750307425473,0.4509049650297444,12.713524482451517,4.3,1,22,4
19.51134974440573,0.6577041571737204,2.4375921551879043,10.252697094076252,4.3,1,22,5
20.92903320442391,0.5855196357959991,0.3265161558132694,12.27149066175809,4.5,1,23,1
17.749922552199862,0.962633290646826,0.41316229359840984,13.028474649140357,4.5,1,23,2
15.229277485662308,1.1049256064214743,2.160389799710679,11.084480882174889,4.5,1,23,3
18.48884435786668,0.6401642546132161,2.9912216718438405,9.325206624170349,4.5,1,23,4
19.842935774793048,0.5845989209510831,6.635762675486807,9.29380900087733,4.5,1,23,5
19.015120185092883,0.7277780657592001,0.4414365730805098,11.794084393948795,4.7,1,24,1
19.247066566997265,0.7488174335013945,0.24587812534253647,12.09228943257872,4.7,1,24,2
