alpha_rmse,beta1_rmse,beta2_rmse,psi_rmse,peak_rmse,duration_rmse,sd,l0,task_id,iter
0.02888270013820289,0.044188830758234,0.08296176225192807,0.09572780201123,0.06962694744716738,0.22420951945886883,1.5000000000000002,1,8,1
0.06774036828251957,0.03971535056948344,0.07223920640131505,0.10799527372840798,0.06693055732387404,0.23589659066743449,1.5000000000000002,1,8,2
0.10615555864909652,0.03052891851081804,0.03081769278460832,0.11191864243215524,0.16308363400526316,0.09834848961182774,1.5000000000000002,1,8,3
0.06165775614906584,0.05913969096188462,0.03289227685777513,0.164679561946447,0.11456022634200332,0.09663708986280543,1.5000000000000002,1,8,4
0.01539921407128223,0.03465358663990128,0.07029820600662012,0.09948257016917889,0.05202787156226647,0.2352781941538416,1.5000000000000002,1,8,5
0.05031980414185445,0.05337857206367589,0.05356907910440087,0.13332290115866302,0.08643481276111631,0.15426921103358696,1.7000000000000002,1,9,1
0.01619771829175418,0.03671702669917101,0.08103385805084586,0.09732509617748876,0.04759701978187852,0.25413398268917076,1.7000000000000002,1,9,2
0.05234162644338967,0.04960322024660856,0.02373724823255189,0.148319651111523,0.11216930758783604,0.08070053223919882,1.7000000000000002,1,9,3
0.02066939227580265,0.02581683363771722,0.07552655527453729,0.11196233440448476,0.11728798583263345,0.3289862214700713,1.7000000000000002,1,9,4
0.0125120759515867,0.03561592716157089,0.08137211171776675,0.0951926200943502,0.04670976279822206,0.25578710162177476,1.7000000000000002,1,9,5
0.00367068610023093,0.04249801467019414,0.08231454930553807,0.09693149451203048,0.04526452314095255,0.2259723991692072,1.9,1,10,1
0.03597667277692373,0.05516364689562468,0.07038753193563567,0.11164150770460704,0.06748063224078486,0.15095836470530524,1.9,1,10,2
0.07178649717442263,0.01921367304364515,0.02241157792730691,0.10111757596344684,0.2167516847719366,0.22997651614421283,1.9,1,10,3
0.00622689205640758,0.03887799432391907,0.08148303154471344,0.10860670217986398,0.05118332043751211,0.2646012488931414,1.9,1,10,4
0.00575613804876765,0.0359204129628124,0.08102178686309601,0.08399040707419793,0.04629396143337329,0.23364228780937515,1.9,1,10,5
0.0950130571389812,0.06424168734926722,0.09387362736471767,0.13189429694319363,0.07666088355163919,0.2147814720684936,2.1,1,11,1
0.03400109917677428,0.04180895255026233,0.05040824944672888,0.10966179527997276,0.06677271022261226,0.15974685862737786,2.1,1,11,2
0.03347978181590946,0.03254070849842314,0.06668303950757877,0.115523292023609,0.11168480039785028,0.27963782103449725,2.1,1,11,3
0.01941426076274803,0.05399846202318181,0.07608815998226871,0.11740300702440652,0.05723193792048607,0.1860372512518242,2.1,1,11,4
0.06787172881819489,0.05585725704857408,0.03277654791783611,0.11973429876593396,0.10832961032177509,0.10575085948955502,2.1,1,11,5
0.01870686744592944,0.03408781294258482,0.05396841245371454,0.10376921657896904,0.07258743203644787,0.20168551148215227,2.3000000000000003,1,12,1
0.05194547261895631,0.04475757582139983,0.0310780275017867,0.10945702214789171,0.08833790982635475,0.086680493731735,2.3000000000000003,1,12,2
0.04182280636644056,0.05532454690338882,0.03689565048464959,0.1140186676079495,0.08180455465019056,0.07257243319993334,2.3000000000000003,1,12,3
0.041305830767887373,0.03880261393303914,0.02083069663397188,0.13314035688823128,0.11910534434585592,0.09911876132858435,2.3000000000000003,1,12,4
0.02254931905825919,0.03543828715673543,0.07406299668601328,0.1028294143952246,0.06954158074220639,0.2550665875059619,2.3000000000000003,1,12,5
0.01736069220745385,0.05168169867825133,0.07425364250286538,0.11017387684469206,0.05455799900283997,0.1759763010547894,2.5000000000000004,1,13,1
0.016779482956301,0.0306941928684191,0.07468233223166888,0.08896111145098881,0.05526346536696382,0.25208812727591506,2.5000000000000004,1,13,2
0.1570461061235742,0.04609953067405412,0.08708874779312671,0.12921186131247095,0.449008070875757,0.21864056282879393,2.5000000000000004,1,13,3
0.00403379974199504,0.02579570315751269,0.08378022561616325,0.10234307493465952,0.09820376355105465,0.3353925910320965,2.5000000000000004,1,13,4
0.00519605836798647,0.05600506406196806,0.08189217095135465,0.10849371304770283,0.06767837269817377,0.17191544343937215,2.5000000000000004,1,13,5
0.05390910947482012,0.07075941737101701,0.06841311843126885,0.11762055594288018,0.12448250869575105,0.0855798193622303,2.7,1,14,1
0.00123781561973088,0.03032846606159468,0.0920526243948962,0.10863087569672218,0.08762725940541513,0.34604324569090583,2.7,1,14,2
0.07520478937669062,0.02758206882178915,0.04586339104254385,0.07648911965280351,0.08131491940567422,0.16927384387643973,2.7,1,14,3
0.04643659749871503,0.06428810850785668,0.05212848819521769,0.1464059631917895,0.07760653778986298,0.11204898815368508,2.7,1,14,4
0.13284089563108428,0.10781767173944652,0.09680600351442384,0.1633719159347562,0.20329929804157384,0.06821915807815677,2.7,1,14,5
0.06828358792206068,0.05445096074464899,0.03547800952204992,0.15329305867972054,0.11992118581157912,0.1191770913883526,2.9000000000000004,1,15,1
0.02160074454215487,0.046719712022997,0.08331986054453787,0.08378865947884939,0.07887498442776794,0.18340516937469853,2.9000000000000004,1,15,2
0.01274918767404403,0.02295773875836773,0.06430195861716738,0.09185272556057653,0.09464776081562969,0.27285974815558706,2.9000000000000004,1,15,3
0.03892027801233413,0.06302045731999517,0.05413790926982882,0.11907428620389064,0.09234887860985552,0.08663960701062878,2.9000000000000004,1,15,4
0.0182214679145606,0.03778331773465218,0.08174231493644103,0.10702111499138676,0.06495142813984668,0.27298926651203753,2.9000000000000004,1,15,5
0.12142835160389384,0.04448203562472495,0.08339011439978,0.19259367405556865,0.2749106867553153,0.09049583978641208,3.1,1,16,1
0.01427592185561328,0.02829738166382963,0.07013520020337018,0.09422192417477092,0.07318041173100527,0.26276765188191875,3.1,1,16,2
0.03519681682104598,0.04603264726490228,0.07612406696094487,0.097966833784444,0.06473016823090107,0.19159463478689828,3.1,1,16,3
0.1503308168530829,0.10482409358277782,0.04829835336226642,0.1799326638867537,0.17556458177595488,0.15370201617413515,3.1,1,16,4
0.0366634919415846,0.04431096467338463,0.05498325159075614,0.12912287125514552,0.08695087751358542,0.19955152634983184,3.1,1,16,5
0.00509225181278788,0.05094663794338928,0.07974558393000943,0.0995244683802608,0.06656624455829106,0.17823620641506965,3.3000000000000003,1,17,1
0.01758791986721633,0.03564696803474054,0.07902204946100982,0.09524606000940208,0.05069753673721169,0.25063764662553467,3.3000000000000003,1,17,2
0.01447223279819605,0.04968090580276732,0.0809686290514394,0.0984656147846351,0.06452000817295303,0.18668231988596437,3.3000000000000003,1,17,3
0.00128918313522693,0.03655987965115682,0.08173554210144432,0.09390666532881026,0.0421736398121354,0.2489973262617422,3.3000000000000003,1,17,4
0.08035569535048154,0.04194072097029866,0.03703843800122408,0.1276358311057045,0.15471016249334335,0.0809175918401867,3.3000000000000003,1,17,5
0.06761298260352498,0.05931521449075573,0.06911049892783035,0.13992209883671256,0.07826411657711352,0.1822169978244776,3.5000000000000004,1,18,1
0.05130274549966075,0.07682700372472824,0.08309589251808358,0.1316141605385398,0.12471308827295637,0.11672832440339356,3.5000000000000004,1,18,2
0.0502487219985068,0.0821462484841708,0.08424505376941532,0.1411977009723201,0.12792410359875395,0.10544732171172708,3.5000000000000004,1,18,3
0.0245032732729372,0.02955187349367051,0.07219875296128941,0.09885202240600038,0.07395393402251028,0.27015688894282086,3.5000000000000004,1,18,4
0.03113884257349905,0.04796714962600462,0.0689823014059248,0.11146989600604848,0.0612056606187391,0.18737336684202835,3.5000000000000004,1,18,5
0.00648442602566744,0.05467237359494847,0.08447044314086388,0.09967109170417196,0.08005519570625406,0.1728441080260105,3.7,1,19,1
0.01953466364465808,0.05548721950465093,0.0832578461792546,0.10177897403045812,0.08297791984521648,0.16964905266508742,3.7,1,19,2
0.01986998045678334,0.03307089682739149,0.07284145960812305,0.11665229054314434,0.09918519652416084,0.2928127668835169,3.7,1,19,3
0.08443277530599974,0.02105323073869466,0.04066829233983642,0.09421312458636542,0.1400508584012723,0.2344444283621012,3.7,1,19,4
0.08797305388282278,0.02874597775251792,0.02828468690968861,0.09772801319634876,0.28993062123772645,0.25630024935655416,3.7,1,19,5
0.02997483415793587,0.04234901966064376,0.07068019401895417,0.12038459156451677,0.07306044028136292,0.24112059001548355,3.9,1,20,1
0.03285205414445695,0.05431367583941859,0.09144420608723072,0.10502975242644091,0.07683108704610052,0.20748436897259992,3.9,1,20,2
0.0517919417485151,0.0724112403261885,0.07934576678442516,0.11714309029535344,0.13225222649928373,0.09996387624393135,3.9,1,20,3
0.02214616721560034,0.0332841727474765,0.06646855928600792,0.10585595205271904,0.07783236219529407,0.24787455763368943,3.9,1,20,4
0.06975422103657743,0.07533328829619934,0.0507035417423184,0.14844994452878266,0.11530618854049549,0.07877597553410626,3.9,1,20,5
0.07901272715910408,0.06846344298474387,0.0949159949154292,0.09909801888331096,0.1477183435331269,0.1341753685220104,4.1,1,21,1
0.07216495997584789,0.04929373937544808,0.04304116061955933,0.15297815331984105,0.15238971184968442,0.07768414818965876,4.1,1,21,2
0.02600714908273402,0.03392344609522431,0.06124155704878045,0.10459660667753488,0.07018690175432082,0.22451065674639556,4.1,1,21,3
0.01826483980768902,0.03689097279490485,0.06321726772708136,0.08676659798976741,0.04953308361991589,0.17993269255329783,4.1,1,21,4
0.01975041766246891,0.03860574876024079,0.07394773787318236,0.1032097331001298,0.05379667339452764,0.23557338278134615,4.1,1,21,5
0.06432925949895676,0.04517818189066396,0.02698342414457485,0.11021331529633434,0.0988777984113323,0.0694528161482074,4.3,1,22,1
0.00635568601270076,0.03218173751956051,0.0771287413519064,0.09925866145148014,0.06315858055204422,0.2708633220297768,4.3,1,22,2
0.02589822650215867,0.02079314990048637,0.05900269801881377,0.12378772171458444,0.1770854459713865,0.3400810115270154,4.3,1,22,3
0.00684203748979198,0.03705704655403027,0.08292608185981183,0.11920322028004247,0.0816140016540099,0.30425818183487513,4.3,1,22,4
0.07416045609899932,0.07446660312836578,0.07333055202141901,0.14143471970241725,0.10235339615950392,0.11460220167865244,4.3,1,22,5
0.01748400265932386,0.02768613664570015,0.08812291706904127,0.11861318878194962,0.11983846076153684,0.369430152224371,4.5,1,23,1
0.05017594286090972,0.0300777657767294,0.029132275502032,0.11057934047222444,0.11228072898815827,0.15785265474096144,4.5,1,23,2
0.06740615189957896,0.0239558949061893,0.02952675551911806,0.0563333693850703,0.1478067374406874,0.1675548206535265,4.5,1,23,3
0.01284684129854718,0.04568395994955732,0.07669086769813956,0.0901717855463625,0.06266208738165568,0.180176778586757,4.5,1,23,4
0.02453263637149565,0.02699640266563941,0.05646039117498936,0.09287687038187484,0.0845698452935713,0.23078350077494705,4.5,1,23,5
0.04728934300866559,0.07940559634399424,0.07200451835331484,0.10595848771662517,0.18530746085048097,0.06520242976992925,4.7,1,24,1
0.00794795895560535,0.04391941645689382,0.07177071055570342,0.10960661010277307,0.04881181272929678,0.21244782523959313,4.7,1,24,2
0.00997580586110556,0.04055978776068682,0.07847001251555175,0.1147394650252697,0.05810658999408272,0.2599464746479493,4.7,1,24,3
0.04160315465368269,0.05312040492259084,0.06042661308309683,0.11307966327399356,0.0792251941638773,0.13945309403222833,4.7,1,24,4
0.09372709465950664,0.08510647826807388,0.10218093424098566,0.12555423506287,0.17213373793632128,0.1170775022252428,4.7,1,24,5
0.00794936216899266,0.04547958743148993,0.08753158325736364,0.10962594823655644,0.04553075473991434,0.2507345732231997,4.9,1,25,1
0.03615914087621168,0.06763702488671484,0.0787010741443133,0.10118700187267528,0.1367725707867311,0.09591303269682296,4.9,1,25,2
0.00403221577933959,0.04544083874294648,0.0733856382973307,0.10885522609507411,0.04213772615243211,0.2050296226355462,4.9,1,25,3
0.04060195839898213,0.05326073413912524,0.04712921531159798,0.1230541772845751,0.07221294574941421,0.11315082190434268,4.9,1,25,4
0.03827787252297422,0.03658960580572258,0.03969589435721545,0.10110315903963442,0.0818852725072013,0.14227867666278857,4.9,1,25,5
0.05554394400029283,0.02883512159542655,0.06250480032556592,0.09684477151707442,0.08787053291818096,0.24636017615302547,5.1,1,26,1
0.04775080707006701,0.03740574754404528,0.08295884206146267,0.10564559561576572,0.07629024353230916,0.28132732416701284,5.1,1,26,2
0.02603808558660068,0.02744944268885597,0.08172501931570715,0.10511235246832876,0.10357112836664392,0.3290901904568409,5.1,1,26,3
0.03339542405451668,0.03787424714705242,0.05264602108681712,0.1158062540701648,0.07914192210798825,0.1975172327209953,5.1,1,26,4
0.00107682346938742,0.02932570850474189,0.0932556385404091,0.09759262730602863,0.07450919786858563,0.3352236537069262,5.1,1,26,5
0.0507913463253277,0.06965656388101348,0.08738655468756865,0.11060682728878989,0.13267673235205416,0.13048209337273453,5.3,1,27,1
0.00821030386536729,0.04529038210639166,0.08756357868682131,0.09960003881027688,0.04753810997593913,0.23092554633743012,5.3,1,27,2
0.06824452714221646,0.02067256524151995,0.04004430058061962,0.08473888513496927,0.10421623780825962,0.2030172482028792,5.3,1,27,3
0.0484147118820647,0.03783482668606651,0.04226656424865125,0.1118129030967542,0.08120980531105786,0.16130945262789262,5.3,1,27,4
0.0585525268888914,0.03062980417009226,0.02999939526491463,0.11368355417925144,0.16916008338661723,0.15710178274875536,5.3,1,27,5
0.00323195103212776,0.03540273868806285,0.0754021433981467,0.09102423113524404,0.05094993404333074,0.2352500692616031,5.5,1,28,1
