est_alpha,est_beta1,est_beta2,est_psi,true_alpha,true_beta1,true_beta2,true_psi,alpha_rmse,beta1_rmse,beta2_rmse,psi_rmse,sd,l0,task_id,iter
2.9727418013486053,2.043962100948274,-4.061226818732984,4.895727419262384,3,2,-4,5,0.033798446935009,0.04518498893161193,0.06285363035285699,0.10552984953013468,0.7000000000000001,3,4,1
2.8530275617474605,2.1013796437302776,-4.157481985423216,4.870625404071077,3,2,-4,5,0.15800098505815455,0.1036002342321622,0.161072650980977,0.13303435138915892,0.7000000000000001,3,4,2
2.9225975282184726,2.0201183246854364,-4.0535026896838895,4.974539709120526,3,2,-4,5,0.08804818951217964,0.02629511778352144,0.05842290641810824,0.03712005859304582,0.7000000000000001,3,4,3
2.978410957817,2.0126244296627682,-4.032950603979852,4.958977650476967,3,2,-4,5,0.02972259238409501,0.016529611345746,0.03693911520386992,0.04669782076766769,0.7000000000000001,3,4,4
2.9708377081525654,2.049685545691882,-4.106853467344126,4.894543841349991,3,2,-4,5,0.03565054206114881,0.05091410819772762,0.1078760478310362,0.10721053652985356,0.7000000000000001,3,4,5
2.986359429932767,2.0157882440914965,-4.074985667917859,4.926813433401743,3,2,-4,5,0.02003693557735226,0.01814937558665293,0.07577452801825144,0.07455937659703508,0.9,3,5,1
2.8869557251183724,2.0798696567589756,-4.127705214514761,4.90974920148784,3,2,-4,5,0.12428476331465178,0.08208792513844652,0.1312741326906895,0.09556308187544069,0.9,3,5,2
2.8922970727351633,2.0637927470525983,-4.101073442136421,4.939266254615231,3,2,-4,5,0.12040974022684402,0.06663849965393273,0.10561197026735264,0.06758158026935805,0.9,3,5,3
2.9388903001346747,2.0645817341949644,-4.108368270670652,4.913509523215834,3,2,-4,5,0.06959630639506079,0.06630720394576307,0.1101932663889091,0.08951865658333047,0.9,3,5,4
3.0007313340049744,2.038981979174309,-4.081007237159729,4.891832917227178,3,2,-4,5,0.00347478537533559,0.03968127977018365,0.08133822444607994,0.10865411782557688,0.9,3,5,5
2.8348102460702727,2.0369291331325545,-4.144854320526553,5.0643514716458435,3,2,-4,5,0.17729763353075065,0.04308395364525283,0.14931665405008174,0.07351850822310739,1.1,3,6,1
2.973277437555348,2.0577715987556053,-4.084523919227603,4.908712125801305,3,2,-4,5,0.03208292912876019,0.05865246215306587,0.08578942997119098,0.09286630835377024,1.1,3,6,2
2.632131810225598,2.0902852390479385,-4.090829723431861,4.9873280818962265,3,2,-4,5,0.3897428799771702,0.09997747105097889,0.11116795504863798,0.05407847471052434,1.1,3,6,3
2.859883294346958,2.0700615584987743,-4.080514793148335,4.892696513685172,3,2,-4,5,0.15123034936058663,0.07306687777013855,0.08640615915399491,0.11176195482918432,1.1,3,6,4
2.8813193793671763,2.0948328734669612,-4.18930924083,4.884640069084135,3,2,-4,5,0.1307543862103204,0.096966107553991,0.1920826853980289,0.11967071090298548,1.1,3,6,5
2.934092183185971,2.0623842838015976,-4.109908082425254,4.9074725384763,3,2,-4,5,0.0744016116166763,0.06398699370801719,0.11188968584948586,0.0953459422121206,1.3000000000000005,3,7,1
2.876202192389365,2.07075073192772,-4.121525404310675,4.926366063392707,3,2,-4,5,0.13643673356558442,0.07384156157926433,0.1251637486038406,0.08118483293234385,1.3000000000000005,3,7,2
2.9902649297462434,2.028574554627439,-4.076527487045146,4.88888960462254,3,2,-4,5,0.01313664569954622,0.02986676647739677,0.07705855904862559,0.11173338518383624,1.3000000000000005,3,7,3
2.770906292028806,2.0715358939501165,-4.060855955892215,4.918548203836506,3,2,-4,5,0.24236917883480932,0.07688886567981144,0.07359401469981568,0.090852071157132,1.3000000000000005,3,7,4
2.9776300163865734,2.0706332175556668,-4.095729733412964,4.875168850083945,3,2,-4,5,0.02916060214114657,0.07131086378920104,0.09694017023430725,0.1261006520287376,1.3000000000000005,3,7,5
2.9873609004138015,2.043586065770508,-4.092798879364665,4.907190248076089,3,2,-4,5,0.01683052119153148,0.0445378493484383,0.09326651284016543,0.09390307224723836,1.5000000000000002,3,8,1
2.9810865889262423,2.0663608842556003,-4.084724633148012,4.886714351759435,3,2,-4,5,0.02397567808704484,0.06704409975044834,0.08558948595436795,0.11420408708492492,1.5000000000000002,3,8,2
2.9550490300971464,2.0522811270192545,-4.0950871920790055,4.943840023534168,3,2,-4,5,0.05354392617549212,0.0542950573489717,0.09666327035696091,0.05968042661235471,1.5000000000000002,3,8,3
2.8687882123077797,2.046004264773579,-4.088158323423188,4.966819496618043,3,2,-4,5,0.14153261088234464,0.04992167711963854,0.09365168619845814,0.0451209578282717,1.5000000000000002,3,8,4
2.8792496672085273,2.051793508102421,-4.0092295024138105,4.911872451013651,3,2,-4,5,0.13103669515445546,0.05497128469535838,0.02996093285963699,0.09310869816705963,1.5000000000000002,3,8,5
2.9246029138526732,2.040449638897432,-4.085135521425546,4.938575192354326,3,2,-4,5,0.08423747716871727,0.0429782310842797,0.08860023335712772,0.06715008791637118,1.7000000000000002,3,9,1
2.8929212288367663,2.053392111148834,-4.096009928770967,4.909245354756899,3,2,-4,5,0.11800998359402692,0.05651110217410089,0.10011023008791028,0.09561098943564209,1.7000000000000002,3,9,2
2.7044729315786316,2.0851235031998603,-4.0960558804027,4.976935602885153,3,2,-4,5,0.31154394756688303,0.09141696058832428,0.10671899123669358,0.04865953938040815,1.7000000000000002,3,9,3
2.9342513293566297,2.0827161547109654,-4.096257245742479,4.86020174403137,3,2,-4,5,0.07562566774189132,0.08427432318631185,0.0984698248313372,0.14196114519056327,1.7000000000000002,3,9,4
2.7069597164547177,2.128327678816988,-4.031832916874551,4.826875107014409,3,2,-4,5,0.31238997747140074,0.13354835822077876,0.06097231879683405,0.17903734452331363,1.7000000000000002,3,9,5
2.974436934092453,2.0445018831910895,-4.093779991854285,4.872210406496292,3,2,-4,5,0.03254690356753041,0.04593094244837574,0.0947370269548026,0.1290746618791434,1.9,3,10,1
2.9527008844810965,2.0559485684508303,-4.106272458951552,4.8808774734550955,3,2,-4,5,0.05598848438488314,0.05759238247495394,0.10772891118458082,0.12103494435135752,1.9,3,10,2
2.9794807235023533,2.044896532927166,-4.084862057374348,4.92593420269278,3,2,-4,5,0.02665147898040035,0.04612342167766221,0.08578688152367596,0.07586069115695153,1.9,3,10,3
3.000479306050529,2.0297005357492193,-4.054391920937214,4.913198769628549,3,2,-4,5,0.00162620462588327,0.03077164712755336,0.05483292015529364,0.08718211874073778,1.9,3,10,4
2.981033408450548,2.048817084169858,-4.077832654668039,4.877894796530104,3,2,-4,5,0.02507944790219362,0.04951891418997592,0.0787813629824313,0.1233938701106026,1.9,3,10,5
2.9961036444717735,2.044077918855512,-4.066116016144891,4.886911756812833,3,2,-4,5,0.00782156343608339,0.04488888626866328,0.06692149435596541,0.11386162521239052,2.1,3,11,1
2.9977127750632304,2.0430848620121487,-4.097097790474265,4.894220004899861,3,2,-4,5,0.00565818280875198,0.04363645859789956,0.09753199302445673,0.10648231642275312,2.1,3,11,2
2.9889015555686376,2.0487028854300933,-4.128511595789875,4.897187492773584,3,2,-4,5,0.01528386046388925,0.049451338946982,0.12895349767148226,0.1035909870537434,2.1,3,11,3
2.8316120144299903,2.13090500769327,-4.104266308955934,4.774039927392528,3,2,-4,5,0.18206200771374875,0.13342218269329734,0.11030163104109986,0.22875079213952448,2.1,3,11,4
2.8807931813123124,2.064988215690948,-4.1052356637567415,4.967858097317091,3,2,-4,5,0.13175289529356318,0.06860270201331886,0.10944248026601812,0.04647505981685442,2.1,3,11,5
2.998252707124203,2.0500616749851597,-4.068310804264055,4.9051242339205245,3,2,-4,5,0.00577144189320419,0.05075361513564974,0.06892343862906203,0.09563336792664956,2.3000000000000003,3,12,1
2.849515146311436,2.0910795547727585,-4.113162203496175,4.860042670565976,3,2,-4,5,0.16209535453701895,0.0935386910723834,0.11814570617169308,0.14326872047145908,2.3000000000000003,3,12,2
2.7886368596311684,2.0900499381300564,-4.1410779349422935,4.8897699051153865,3,2,-4,5,0.22454667014308105,0.09412160112696948,0.14635280883882135,0.11685880468598484,2.3000000000000003,3,12,3
2.972633819098551,2.0471688984210186,-4.080000753250788,4.898535936551651,3,2,-4,5,0.03461058589108948,0.04832390392291017,0.081091830776802,0.1027692615850623,2.3000000000000003,3,12,4
2.977630810558534,2.051305873935296,-4.089884838450956,4.886776719360264,3,2,-4,5,0.02946101841229052,0.05266731552970207,0.09079708366212964,0.11444872478138014,2.3000000000000003,3,12,5
3.000379119319734,2.032540503560156,-4.076287571365267,4.904736545218606,3,2,-4,5,0.00190424044739875,0.03385578186756746,0.07668183885962142,0.09575255475986338,2.5000000000000004,3,13,1
2.9781874360660954,2.0631682164942937,-4.106063862360131,4.875345318438091,3,2,-4,5,0.0266694109191787,0.06381467242908613,0.10681886842940308,0.12561293101070162,2.5000000000000004,3,13,2
2.7650897947602355,2.106680907702558,-4.051789401658048,4.866427784771634,3,2,-4,5,0.2500964418046727,0.1110767006378349,0.0680954221221392,0.1398554516962688,2.5000000000000004,3,13,3
2.9824505094753366,2.054230835182238,-4.064288551421764,4.914718084195817,3,2,-4,5,0.02354283688652958,0.05508615797460244,0.06520419513875067,0.08654959566902501,2.5000000000000004,3,13,4
2.9990171222837,2.039342023619239,-4.08745196438131,4.885957730501216,3,2,-4,5,0.0031149222997007,0.04055620483633823,0.08775660099768069,0.11450401074036388,2.5000000000000004,3,13,5
2.9437463117394778,2.059569846127766,-4.08647338921179,4.880951942882894,3,2,-4,5,0.06599642005312521,0.06098141559433216,0.0892278363386663,0.12113690571037423,2.7,3,14,1
2.8376040685815647,2.1102756631759094,-4.101928969110467,4.842881827068718,3,2,-4,5,0.1737682952336118,0.11269738546396096,0.1074623507556777,0.16069713837153565,2.7,3,14,2
2.9978043115285304,2.0353302156694792,-4.0848251994027995,4.90210241966981,3,2,-4,5,0.00457418638821087,0.03636162394783469,0.08534683573804583,0.0983158638031393,2.7,3,14,3
2.976661563223996,2.051789234418341,-4.0857172181649,4.913531590068079,3,2,-4,5,0.03087007618299299,0.052600152356352,0.08677549169141481,0.08841594675177473,2.7,3,14,4
2.941064832792298,2.038603700912068,-4.099938545032044,4.920547790749774,3,2,-4,5,0.069181328980613993,0.04118448694495151,0.10241917994971617,0.08353840893022021,2.7,3,14,5
2.923365438456616,2.0669848885956656,-4.102418567546358,4.877734134768991,3,2,-4,5,0.08585318811858612,0.06868721889766903,0.10526161670866108,0.12488351774579089,2.9000000000000004,3,15,1
2.680354374967477,2.1931049976686996,-4.2180293812645075,4.816090599801107,3,2,-4,5,0.3379772925730843,0.1969968174138761,0.22539657236612837,0.19015358033265345,2.9000000000000004,3,15,2
2.9307441402406527,2.056347397348536,-4.1113262554477705,4.8797207565986005,3,2,-4,5,0.07794950974720073,0.0584531464905766,0.11359348637059864,0.1226330976516046,2.9000000000000004,3,15,3
2.940340481660428,2.0894639948580127,-4.116991908727923,4.8819515052224425,3,2,-4,5,0.0699969800301592,0.09083622138146236,0.11881281083132286,0.12045581563162008,2.9000000000000004,3,15,4
2.9911667939662077,2.047707194463968,-4.081463272027496,4.888598021594771,3,2,-4,5,0.01322308605263238,0.04835733095400289,0.08197965689016742,0.11215559147431432,2.9000000000000004,3,15,5
2.9842948776159317,2.047139152675505,-4.091723231701062,4.89041023661507,3,2,-4,5,0.01941927475050054,0.04796196986275992,0.09241765530913525,0.11038274630887386,3.1,3,16,1
