alpha_rmse,beta1_rmse,beta2_rmse,psi_rmse,sd,l0,task_id,iter
0.03559648748350325,0.03416104729513331,0.04162033461919218,0.12443029406285187,4.1,1,21,5
0.03537516535702897,0.0582458833622731,0.09249021161645284,0.1477600117779242,4.3,1,22,1
0.02675061615396879,0.05279095127815685,0.08896532985530439,0.10650752761152212,4.3,1,22,2
0.0022197746152486,0.04605788917836437,0.08333995480442898,0.10286211599964044,4.3,1,22,3
0.01279451125930085,0.04281705757748209,0.07325970668963272,0.10493476527885871,4.3,1,22,4
0.00648168176885546,0.049399344600684,0.09198501835307486,0.10008924841459715,4.3,1,22,5
0.05021480976436893,0.04765190296940488,0.035321673564883,0.14955860120332057,4.5,1,23,1
0.02076924522775483,0.0425814467054997,0.08004660716930195,0.10747264114261831,4.5,1,23,2
0.01466443477989529,0.04414795831261801,0.0735053508258667,0.1146431311121845,4.5,1,23,3
0.07500203240655573,0.06488791314454546,0.03952966232382352,0.1470457346172722,4.5,1,23,4
0.00350326128746876,0.05155944645948082,0.08792787003465574,0.09590607982632111,4.5,1,23,5
0.03023447282608319,0.05255394710368472,0.07331190382412309,0.12065399787717244,4.7,1,24,1
0.0232426548083637,0.05020594783310815,0.070486381753946,0.08489695252839029,4.7,1,24,2
0.03702965387066424,0.01915370512471249,0.03238926145427698,0.10563451504593646,4.7,1,24,3
0.03390054998506794,0.04192471481700691,0.05174501302240729,0.09900790408258504,4.7,1,24,4
0.00349140654452747,0.03443442953804312,0.07658161046415568,0.10814306432693913,4.7,1,24,5
6.993330237085847e-4,0.02881609050447411,0.08714885705850194,0.10186834047500969,4.9,1,25,1
0.03156748319313956,0.04343804707205749,0.0696654389708515,0.11407025130626192,4.9,1,25,2
0.01984712546488544,0.05833439105538242,0.06862888673556071,0.12416313076431404,4.9,1,25,3
0.01745830866114727,0.04275207329303433,0.0798158031836874,0.10089881344663024,4.9,1,25,4
0.03102378040940647,0.0354214707684268,0.07055525186075878,0.124001548026319,4.9,1,25,5
0.01298557064893179,0.03529500302767379,0.094865257712164,0.1040214666801608,5.1,1,26,1
0.0392573551536875,0.03383867529182912,0.04495289278518958,0.08939566611175497,5.1,1,26,2
0.01335050462800414,0.04966049866163134,0.06323598190947206,0.10053789050816264,5.1,1,26,3
0.05772480587146002,0.06413628172339392,0.0339180798645174,0.1817531968142693,5.1,1,26,4
0.01463775215821662,0.03505500988081959,0.07487042107820488,0.10431191943522965,5.1,1,26,5
0.02040434272330905,0.06157934915215388,0.07148256910380157,0.11390430548263816,5.3,1,27,1
0.02724598178478788,0.03231720015490848,0.04481478883835543,0.1038098534746567,5.3,1,27,2
0.00797599043141884,0.0226154054549333,0.08952555115299773,0.09795812098267095,5.3,1,27,3
0.00477390081407078,0.05933191106437265,0.07100741565405412,0.10756729438162092,5.3,1,27,4
0.0221122953485499,0.03235071778337529,0.04959449613163654,0.0948918961866424,5.3,1,27,5
