index_value,offset
21,-2.181166333547031
30,-1.8826589933347304
32,-1.9929931036228732
39,-1.9553714629585481
46,-1.929342217315642
73,-2.1376554550761946
84,-1.996047862487702
90,-1.9776093366464789
100,-2.0816347410560585
102,-2.0035056025533304
107,-2.087828927458468
111,-1.9734963415925741
113,-1.8886692315739604
119,-2.058510634350464
123,-1.9979006630956924
132,-2.0734384081048316
137,-2.001387866945584
146,-1.995682722239739
